,100000
1126,3.1552795031055902
1127,3.1560283687943262
1128,3.156775907883082
1129,3.157522123893805
1130,3.1582670203359857
1131,3.1590106007067136
1132,3.159752868490733
1133,3.1604938271604937
1134,3.1577092511013216
1135,3.158450704225352
1136,3.1591908531222517
1137,3.1599297012302285
1138,3.160667251975417
1139,3.16140350877193
1140,3.15863277826468
1141,3.1593695271453592
1142,3.1601049868766404
1143,3.160839160839161
1144,3.1615720524017465
1145,3.162303664921466
1146,3.163034001743679
1147,3.163763066202091
1148,3.164490861618799
1149,3.1652173913043478
1150,3.1624674196351
1151,3.1631944444444446
1152,3.1639202081526454
1153,3.164644714038128
1154,3.1653679653679654
1155,3.1660899653979238
1156,3.166810717372515
1157,3.167530224525043
1158,3.164797238999137
1159,3.1655172413793102
1160,3.1627906976744184
1161,3.163511187607573
1162,3.164230438521066
1163,3.1649484536082473
1164,3.165665236051502
1165,3.1663807890222984
1166,3.167095115681234
1167,3.1678082191780823
1168,3.168520102651839
1169,3.1658119658119657
1170,3.163108454312553
1171,3.16382252559727
1172,3.161125319693095
1173,3.1618398637137988
1174,3.159148936170213
1175,3.1564625850340136
1176,3.157179269328802
1177,3.154499151103565
1178,3.1552162849872776
1179,3.152542372881356
1180,3.153259949195597
1181,3.1539763113367174
1182,3.15469146238377
1183,3.1554054054054053
1184,3.1561181434599157
1185,3.1568296795952784
1186,3.1541701769165966
1187,3.154882154882155
1188,3.155592935239697
1189,3.1563025210084033
1190,3.157010915197313
1191,3.1577181208053693
1192,3.1584241408214586
1193,3.1557788944723617
1194,3.1564853556485355
1195,3.157190635451505
1196,3.1578947368421053
1197,3.1552587646076793
1198,3.1559633027522938
1199,3.1566666666666667
1200,3.15736885928393
1201,3.158069883527454
1202,3.1587697423108896
1203,3.1561461794019934
1204,3.1568464730290455
1205,3.157545605306799
1206,3.1549295774647885
1207,3.1556291390728477
1208,3.1563275434243176
1209,3.15702479338843
1210,3.1544178364987614
1211,3.155115511551155
1212,3.1558120362737014
1213,3.156507413509061
1214,3.157201646090535
1215,3.1546052631578947
1216,3.1552999178307313
1217,3.1559934318555007
1218,3.1566858080393767
1219,3.1573770491803277
1220,3.158067158067158
1221,3.158756137479542
1222,3.159443990188062
1223,3.156862745098039
1224,3.1575510204081634
1225,3.1582381729200653
1226,3.1556642216788915
1227,3.1563517915309447
1228,3.157038242473556
1229,3.1577235772357723
1230,3.158407798537774
1231,3.159090909090909
1232,3.159772911597729
1233,3.1604538087520258
1234,3.1611336032388664
1235,3.161812297734628
1236,3.1624898949070332
1237,3.1631663974151856
1238,3.1638418079096047
1239,3.164516129032258
1240,3.1651893634165997
1241,3.1658615136876005
1242,3.166532582461786
1243,3.167202572347267
1244,3.167871485943775
1245,3.168539325842697
1246,3.1692060946271052
1247,3.1698717948717947
1248,3.1705364291433145
1249,3.1712
1250,3.1718625099920064
1251,3.1725239616613417
1252,3.1731843575418996
1253,3.1738437001594897
1254,3.1745019920318724
1255,3.1751592356687897
1256,3.175815433571997
1257,3.176470588235294
1258,3.177124702144559
1259,3.1777777777777776
1260,3.178429817605075
1261,3.179080824088748
1262,3.1797307996832935
1263,3.180379746835443
1264,3.1810276679841896
1265,3.1816745655608214
1266,3.18232044198895
1267,3.1798107255520507
1268,3.1773049645390072
1269,3.177952755905512
1270,3.1785995279307633
1271,3.1792452830188678
1272,3.1798900235663785
1273,3.1805337519623236
1274,3.1811764705882353
1275,3.1818181818181817
1276,3.182458888018794
1277,3.179968701095462
1278,3.1806098514464427
1279,3.18125
1280,3.181889149102264
1281,3.1825273010920436
1282,3.1831644583008574
1283,3.1838006230529596
1284,3.1844357976653694
1285,3.181959564541213
1286,3.1825951825951826
1287,3.1832298136645965
1288,3.1838634600465476
1289,3.184496124031008
1290,3.185127807900852
1291,3.1826625386996903
1292,3.183294663573086
1293,3.1839258114374034
1294,3.1845559845559848
1295,3.185185185185185
1296,3.1858134155744025
1297,3.1864406779661016
1298,3.187066974595843
1299,3.187692307692308
1300,3.188316679477325
1301,3.185867895545315
1302,3.1864927091327706
1303,3.187116564417178
1304,3.1877394636015324
1305,3.188361408882083
1306,3.188982402448355
1307,3.1896024464831805
1308,3.1871657754010694
1309,3.187786259541985
